train_loss,test_loss,train_ssim,test_ssim
7.309043192863465,210.71380844116212,0.04931076902430505,0.010784275519351164
1.9736044764518739,1.5891256193319956,0.06915716659277678,0.09406337328255177
0.7858912765979766,1.0431332598129908,0.08080728836357594,0.06046833594640096
0.6722859025001526,0.7127927273511887,0.09786441549658775,0.1281183927009503
0.6299573719501496,0.6176434477170308,0.12868004739284516,0.11708637972672781
0.6092395544052124,0.6057022442420323,0.13118284046649933,0.14271143053968746
0.5933856427669525,0.5903735101222992,0.16079701483249664,0.15572541082898775
0.5826423585414886,0.5825601577758789,0.16582096219062806,0.16637833714485167
0.5736473977565766,0.5742720673481624,0.17691413909196854,0.1764397457242012
0.5650335013866424,0.5665717919667562,0.18411499559879302,0.18378238131602606
0.5571025490760804,0.5594302326440811,0.19204521626234056,0.18837196975946427
0.5493745088577271,0.5534855782985687,0.19915761649608613,0.19412341912587483
0.5424843430519104,0.5457615703344345,0.20608679652214051,0.2009973799188932
0.5358064651489258,0.5404468089342117,0.21213723421096803,0.20686561912298201
0.5295409142971039,0.535031533241272,0.2184017315506935,0.2115620439251264
0.5236504137516022,0.5285616844892502,0.2236577644944191,0.21604220991333326
0.5175622820854187,0.5228683243195216,0.22803269773721696,0.2216184342900912
0.5121909618377686,0.5163277993599574,0.23153737485408782,0.22694575414061546
0.50612852871418,0.510408787926038,0.23669882416725158,0.2311435175438722
0.5005331486463547,0.5042848467826844,0.24297995269298553,0.23686431224147478
0.49495112597942353,0.49960673650105797,0.2463398680090904,0.23866955190896988
0.4888519674539566,0.4949151024222374,0.25366418063640594,0.24303301374117534
0.4836243182420731,0.4889892021814982,0.2561229944229126,0.2504171368976434
0.4781321555376053,0.48439965148766834,0.26202591359615324,0.2521841650207837
0.4723901510238647,0.4804183716575305,0.2684165328741074,0.25303791761398314
0.46771104633808136,0.47580496420462925,0.2720479190349579,0.2594132527709007
0.46345547735691073,0.47320383340120314,0.2757489770650864,0.26372588152686754
0.458232107758522,0.4678123633066813,0.2799157440662384,0.26605707183480265
0.45363736152648926,0.46660556296507516,0.2849158704280853,0.26685866912206013
0.4495193034410477,0.4610794360438983,0.28876139521598815,0.271492808063825
0.4452322840690613,0.45799431949853897,0.2925084978342056,0.27677690535783767
0.4420484870672226,0.45566826115051906,0.29612596035003663,0.27867581993341445
0.43829567134380343,0.451747228205204,0.30079765021800997,0.2816285823782285
0.43377054035663604,0.44731518179178237,0.30423925518989564,0.2878220463792483
0.43016245365142824,0.4455770581960678,0.30692777037620544,0.28943375100692115
0.4263187885284424,0.444668081899484,0.31147622168064115,0.29169750461975735
0.4234087496995926,0.4399449035525322,0.31388581097126006,0.29961385478576025
0.41989935338497164,0.43978040367364885,0.3184169590473175,0.30324392865101496
0.41672099232673643,0.43711103200912477,0.32218347787857055,0.30097858905792235
0.4140608191490173,0.4357276012500127,0.3249766230583191,0.3019356712698936
0.41129110753536224,0.4330026979247729,0.32819668352603915,0.30746419032414757
0.4086691826581955,0.42709973553816477,0.3309225857257843,0.3096900721391042
0.40617501437664033,0.427925414343675,0.33530292212963103,0.30902916739384334
0.4051315724849701,0.4291909888386726,0.3346986323595047,0.3118836467464765
0.4029992699623108,0.42531319955984753,0.33663990199565885,0.31364977608124417
